,value,description
0,823300,"Undefined Value for Northern Ireland (geography), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
1,18500,"Undefined Value for Northern Ireland (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
2,443000,"Undefined Value for Northern Ireland (geography), Males (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
3,15700,"Undefined Value for Northern Ireland (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
4,380300,"Undefined Value for Northern Ireland (geography), Females (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
5,2800,"Undefined Value for Northern Ireland (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
6,699600,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
7,18200,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
8,349700,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
9,15400,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
10,349900,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
11,2800,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
12,626300,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
13,17500,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
14,396700,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
15,15400,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
16,229600,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
17,2000,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
18,528800,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
19,17200,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
20,316100,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
21,15100,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
22,212700,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
23,2000,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2015-Jun 2016 from annual population survey - regional - occupation by sex by employment type"
