,value,description
0,27417200,"Undefined Value for England (geography), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
1,900400,"Undefined Value for England (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
2,14549400,"Undefined Value for England (geography), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
3,750800,"Undefined Value for England (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
4,12867700,"Undefined Value for England (geography), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
5,149600,"Undefined Value for England (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
6,23092900,"Undefined Value for England (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
7,799100,"Undefined Value for England (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
8,11694200,"Undefined Value for England (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
9,665400,"Undefined Value for England (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
10,11398700,"Undefined Value for England (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
11,133700,"Undefined Value for England (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
12,20231700,"Undefined Value for England (geography), Full-time (Full/Part-time), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
13,854100,"Undefined Value for England (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
14,12608800,"Undefined Value for England (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
15,721000,"Undefined Value for England (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
16,7622900,"Undefined Value for England (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
17,133100,"Undefined Value for England (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
18,17297800,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
19,772600,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
20,10336600,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
21,651500,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
22,6961200,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
23,121100,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
24,21864100,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
25,775200,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
26,11115300,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
27,649400,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
28,10748800,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
29,125800,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
30,21864100,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
31,775200,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
32,11115300,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
33,649400,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
34,10748800,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
35,125800,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
