,value,description
0,31595900,"Undefined Value for United Kingdom (geography), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
1,956200,"Undefined Value for United Kingdom (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
2,16805600,"Undefined Value for United Kingdom (geography), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
3,789400,"Undefined Value for United Kingdom (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
4,14790300,"Undefined Value for United Kingdom (geography), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
5,166800,"Undefined Value for United Kingdom (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
6,26635300,"Undefined Value for United Kingdom (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
7,821600,"Undefined Value for United Kingdom (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
8,13513000,"Undefined Value for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
9,675500,"Undefined Value for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
10,13122300,"Undefined Value for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
11,146100,"Undefined Value for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
12,23122300,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
13,894600,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
14,14545700,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
15,759700,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
16,8576600,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
17,135000,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
18,19692900,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
19,782900,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
20,11890300,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
21,660800,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
22,7802600,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
23,122200,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
24,24992800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
25,796500,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
26,12743600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
27,656800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
28,12249200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
29,139700,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
30,24992800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
31,796500,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
32,12743600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
33,656800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
34,12249200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
35,139700,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
36,18887700,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
37,761000,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
38,11446400,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
39,643900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
40,7441300,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
41,117100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
42,18887700,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
43,761000,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
44,11446400,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
45,643900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
