,value,description
0,27092700,"Undefined Value for England (geography), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
1,1148500,"Undefined Value for England (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
2,14181800,"Undefined Value for England (geography), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
3,909800,"Undefined Value for England (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
4,12910900,"Undefined Value for England (geography), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
5,238800,"Undefined Value for England (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
6,23289600,"Undefined Value for England (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
7,1057900,"Undefined Value for England (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
8,11727100,"Undefined Value for England (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
9,832200,"Undefined Value for England (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
10,11562500,"Undefined Value for England (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
11,225700,"Undefined Value for England (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
12,20510700,"Undefined Value for England (geography), Full-time (Full/Part-time), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
13,1087500,"Undefined Value for England (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
14,12421500,"Undefined Value for England (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
15,876700,"Undefined Value for England (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
16,8089200,"Undefined Value for England (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
17,210700,"Undefined Value for England (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
18,17924800,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
19,1012400,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
20,10461700,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
21,810200,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
22,7463100,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
23,202300,"Undefined Value for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
24,22033000,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
25,1021300,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
26,11142800,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
27,807100,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
28,10890200,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
29,214200,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
30,22032600,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
31,1021300,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
32,11142800,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
33,807100,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
34,10889800,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
35,214200,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
36,17244600,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
37,978700,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
38,10092200,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
