,value,description
0,831400,"Undefined Value for Northern Ireland (geography), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
1,20400,"Undefined Value for Northern Ireland (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
2,432200,"Undefined Value for Northern Ireland (geography), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
3,17500,"Undefined Value for Northern Ireland (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
4,399200,"Undefined Value for Northern Ireland (geography), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
5,2900,"Undefined Value for Northern Ireland (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
6,705300,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
7,19600,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
8,343600,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
9,16700,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
10,361800,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
11,2900,"Undefined Value for Northern Ireland (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
12,616100,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
13,19800,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
14,382700,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
15,17500,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
16,233400,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
17,2200,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
18,518200,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
19,19000,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
20,306100,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
21,16700,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
22,212100,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
23,2200,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
24,654700,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
25,19300,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
26,323300,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
27,16500,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
28,331500,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
29,2900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
30,654700,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
31,19300,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
32,323300,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
33,16500,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
34,331500,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
35,2900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
